name,danWei,danWei2,danWei3,danWei4,des,year,durYear,money,du,leiBie,leiBie2,ff,js,kj,kj2,bb,fzr,gg,djs,ly,jisu,jisu2,buf,fm,cgxs,zsxk
高可靠性烧结钕铁硼重稀土高效利用技术研发,恒星数据科技公司,天域生物工程有限公司,天际大学,新星理工大学,研究基体成分及结构设计技术，调控晶界微区成分和非磁性相的成相过程，诱导晶界相分布，解决传统晶界改性技术带来的晶界团聚、晶界厚度不均匀的难题；构建扩散基体配方体系，提升扩散过程可控性和一致性。开发新型晶界扩散技术，发展多元扩散物体系，综合轻稀土、重稀土和过渡族元素的冶金特点，通过不同扩散组元共同作用，实现矫顽力协同增强和扩散磁体壳层结构、晶界相分布及扩散深度的共同调控，达到高质化利用重稀土的目的，形成具有自主知识产权的重稀土精准高质化利用技术。,2023,6,400,主要项目,管理研究,管理研究四,稀土利用，高端高端材料科学,烧结工艺，资源管理,互联网,互联网三,2,王婷 15845763837,李丽娟 李强 ,昆明市,空间,智能制造与高端装备,精密加工与设备,工业,十个方面二,发明专利,已结项
高性能电机磁性材料与工艺研发及应用,恒星数据科技公司,未来科技大学,天际大学,天域生物工程有限公司,研究非晶合金微观结构演化与宏观性能的关联机理、物相和微观结构设计和调控机制、铁心涡流损耗机理等重大科学问题，开发高饱和低损耗非晶/纳米晶软磁、低损耗硅钢片等高性能磁性材料与工艺技术，实现在机器人专用电机的国产化配套应用。,2022,5,200,重点项目,系统研究,系统研究一,电机设计，磁性材料,高性能电机，材料加工,国家,印度,3,赵丽丽 18863688016,黄冬梅 王燕 盛桂英 杨宁 ,琳市,医疗,新材料,磁性与柔性材料,社发,十个方面四,发明专利,已结项
高质量直径150mm碳化硅单晶衬底晶圆技术开发,未来科技大学,恒星数据科技公司,恒星数据科技公司,未来能源研究所,研究直径150 mm 4H-SiC单晶生长温度场设计及优化技术；研究4H-SiC单晶晶型控制技术，通过控制反应器温度波动和生长极性面、优化气相中的C/Si比、调控晶体生长温度场等方法，抑制多型结构出现；研究碳化硅晶体缺陷控制技术，通过近平衡状态调控、优化生长籽晶表面刻蚀工艺、创新籽晶固定工艺等手段，减少碳化硅晶体中的缺陷。研发切割和磨抛去除量优化技术、低切割损耗的新切片技术。,2020,2,200,一般项目,使用研究,使用研究一,半导体材料研究，晶体生长技术，晶圆制造工艺，质量控制系统，智能生产管理,高精度晶圆制造，质量控制技术，高效生产流程，应用开发策略，智能制造管理,国家,美国,2,谈利 13682384907,朱志强 李兰英 何莹 张鑫 ,南宁市,生物,智能制造与高端装备,精密加工与设备,社发,十个方面四,发明专利,已结项
高性能大尺寸复杂形状碳化硅陶瓷热交换部件研发及应用,银河科学技术大学,天际大学,深空探测研究中心,天域生物工程有限公司,研究国产亚微米级碳化硅陶瓷粉体表面改性技术，研究关键工艺对粉体流动性与成型性的影响规律。研究大尺寸碳化硅陶瓷热交换部件素坯精密成型技术，开发异形（精细复杂流体通道/阵列薄壁深孔）碳化硅陶瓷热交换部件的素坯数字化控制精密成形技术。研究大尺寸碳化硅陶瓷热交换部件低应力烧结技术，突破部件脱粘烧结一体化技术。研究碳化硅陶瓷热交换部件的连接、组装、密封和静水压测试技术，开展大尺寸碳化硅陶瓷热交换部件在高端换热器的应用研究。,2020,5,200,重点项目,特殊研究,特殊研究,陶瓷材料开发，热交换技术研究，复杂形状加工工艺，高温应用技术，智能控制系统,复杂形状加工，高温应用技术，智能控制方案，材料性能优化，精密测试方法,国家,巴西,3,张莹 13565573044,汪秀华 刘秀云 ,红梅市,医疗,智能制造与高端装备,精密加工与设备,社发,十个方面一,发明专利,延期结项
碳化硅半导体芯片及其应用技术研发,科锐创新科技有限公司,未来科技大学,天际大学,[],研究具有低界面态密度和高沟道迁移率的SiC/SiO2氧化工艺、紧凑型元胞结构设计技术，提升器件性能；研究栅氧层非本征缺陷失效机理及有效抑制方法，提升SiC MOSFET器件的长期工作可靠性。研究超薄高导热材料的数字化设计和规模化生产技术，开发出基于铝、钛等基材的超大尺寸超薄型轻量化新型高导热散热板和新型均温板。突破功率互联、芯片键合、散热管理等技术，开发出基于碳化硅模块的高功率密度变流器，应用于电机驱动系统。,2019,6,1000,一般项目,自助,自助,半导体芯片设计，先进制造技术，电路设计优化，智能化生产，应用技术研究,芯片制造技术，智能优化算法，电路设计技术，应用开发策略，高效性能测试,国家,巴西,3,贾辉 18552403444,王霞 ,强县,机器人,智能制造与高端装备,精密加工与设备,工业,十个方面三,学术论文,已结项
轻质高强3D打印成型聚氨酯复合材料的开发与产业化,未来能源研究所,[],[],[],研发系列3D打印成型用高性能聚氨酯光固化树脂，重点研究光敏基团引入聚氨酯树脂的可控制备技术，系统研究打印“墨水”配方体系对打印制品的性能的影响规律、优化配方设计，开发精密成型工艺技术。,2018,3,1000,重点项目,系统研究,系统研究八,3D打印技术，复合材料研究，高强度成型工艺，产业化策略，智能制造,成型技术优化，智能制造系统，材料性能提升，高效生产流程，应用开发,国家,美国,2,王秀云 13013415119,苏利 敖雷 张金凤 孙佳 ,沈阳市,纳米,智能制造与高端装备,精密加工与设备,社发,十个方面五,发明专利,延期结项
聚乳酸生产关键技术及其改性应用,极限材料科技公司,智通未来技术公司,银河科学技术大学,量子创新研究所,研究乳酸、高纯丙交酯等关键单体生产和高旋光度聚乳酸制备技术，设计开发增容、抗水解、和扩链等聚乳酸加生产和工关应用关键助剂、研究聚乳酸基共混体系相形态与对体系性能的耦合关系，研究加工工艺对聚乳酸及其共混材料的性能。,2019,5,1000,重点项目,自助,自助,生物基材料研究，改性技术开发，生产工艺优化，应用技术提升，智能控制系统,先进生产工艺，智能控制技术，材料改性方案，应用开发策略，高效制造流程,国家,德国,3,张海燕 13612562124,陈瑜 ,齐齐哈尔县,环境,智能制造与高端装备,精密加工与设备,工业,十个方面二,研究报告,延期结项
生物基呋喃二甲酸聚酯的绿色合成与高效催化剂开发,极限材料科技公司,新星理工大学,[],[],"研究呋喃二甲酸与二元醇的合成与纯化工艺条件、催化剂种类与聚合过程等重大科学问题，突破高纯度2,5-呋喃单体和高阻隔、高耐热和功能性可降解聚酯材料的制备等关键技术。开发高效催化剂，揭示催化动力学过程和催化剂配位机理，有效提高单体转化效率与抑制副反应。形成可降解聚合物的单体、聚合、加工、改性与应用示范生产线，实现国产化替代。",2021,5,200,主要项目,条件研究,条件研究一,绿色合成技术，高效催化剂研究，聚酯材料开发，催化工艺优化，智能制造系统,催化工艺研究，智能制造技术，高效材料开发，应用技术优化，绿色制造流程,国家,美国,2,巩梅 18231414514,曾琳 梁旭 韦淑兰 ,玉华市,信息,智能制造与高端装备,精密加工与设备,社发,十个方面一,发明专利,已结项
聚合物光学产品高性能精准注射成形技术及装备,银河科学技术大学,未来科技大学,银河科学技术大学,天域生物工程有限公司,围绕高性能精密聚合物光学产品注射成形的瓶颈难题，重点研究成形中宏观形变、介观取向结构在线感知与调控的新模型、新方法与新技术。构建聚合物产品光学性能的跨尺度集成分析模型，建立聚合物宏介观结构的超声/介电在线测量方法，提出成形过程取向结构的介电在线感知新方法。探索成形工艺参数的小样本多目标智能优化技术，研究装备偏载抑制与强化-迭代学习控制技术，为产品稳定生产提供新装备。,2019,4,1500,重点项目,系统研究,系统研究三,聚合物光学材料研究，精准注射成型工艺，精密加工技术，智能装备开发，高效制造流程,精密注射成型，智能装备技术，高效生产工艺，应用开发策略，材料性能提升,国家,美国,1,刘建 18778364413,萧玉梅 黄桂花 吴红 ,呼和浩特县,材料,智能制造与高端装备,精密加工与设备,工业,十个方面九,学术论文,延期结项
高端电子湿化学品制备用的先进分离材料研发与应用示范,光谱研究大学,先锋工程学院,[],[], 针对电子级溶剂精制用核心分离材料，重点研发用于深度脱水的分子筛膜材料、用于离子深度脱除的吸附材料、用于微颗粒和高价金属离子脱除的耐溶剂纳滤膜材料，突破深度脱水分子筛膜、耐有机溶剂交换树脂、纳滤膜等的工业化制备关键技术及装备，开发分离膜等在乙醇、异丙醇、N-甲基吡咯烷酮等高端电子湿化学品中的应用技术，实现国产化替代的示范应用。,2017,6,1000,重点项目,管理研究,管理研究四,化学品分离技术研究，先进材料开发，智能制造技术，应用示范项目，高效生产流程,分离技术优化，智能制造系统，高效生产方案，应用开发策略，性能测试技术,互联网,互联网六,2,曹玲 13945605967,陈秀兰 吴璐 刘杰 欧敏 邱欣 ,桂芝市,信息,智能制造与高端装备,精密加工与设备,社发,十个方面七,软件平台,延期结项
